"","SPY","GDX","VXX","EEM","TVIX","XLF","EWJ","XIV","IWM","EFA","DUST","USO","QQQ","FXI","EWZ","VWO","GDXJ","XOP","HYG","3 Mo"
"2010-12-08",0.00364302766883714,-0.0189368669750817,-0.02741788157423,-0.00642530883333539,-0.0433228658568571,0.0164484902629632,0.00282036114570347,0.0173240993050965,-0.0006734990903359,0.00295248458365069,0.0286356039484741,0.00421225639957776,0.00369142303267175,-0.0157059984709862,-0.0130244487773537,-0.00611684813440042,-0.0205491694523167,-0.0120189743810828,-0.00324887916577013,4.10958904109589e-06
"2010-12-09",0.0038744218844987,0.00373897545117173,-0.0130793064576113,-0.00345708088756548,-0.04838353023824,0.0122944965775618,0.00186939604434265,0.0225684197736039,0.00337820860796088,0.00259637562715618,-0.0115465315884358,-0.000546048485955538,0.000905359605510284,0.00136654943249002,-0.0124039340140824,-0.00234576442581659,-0.00363269307200233,0.00376338214078263,-0.00214116823048318,3.83561643835616e-06
"2010-12-10",0.00579991146702562,0.00372629075526431,-0.0106561058154858,0.00450998383498768,-0.0169091987855705,0.0089450598986197,-0.00284532942558702,0.00852990674358433,0.012483806411612,0.00224307873734363,-0.00609166618628555,-0.00739785585702869,0.00663286596056178,0.00159655982477102,0.00892026553933422,0.00443423776140472,0.00481778160588019,0.00315561515144568,0.000429880654860927,3.56164383561644e-06
"2010-12-13",0.000622085394062693,0.00906153119848593,0.0146659976963748,0.00641858062315678,0.0361512665458957,-0.000655065711702958,0.0132119662324884,-0.0142019445077867,-0.00516526820244026,0.0107377201311736,-0.0183534734320564,0.00608670112542672,-0.0035074811994931,0.010110674711944,0.0159783816858508,0.0052559399130366,0.0117695865160522,0.00689914335887951,-0.00505463458838798,4.10958904109589e-06
"2010-12-14",0.000862560611042256,-0.00146702815339453,0.0054072888453823,0.00147230770616699,0.0108885424878523,-0.00890943683409443,0.00371079533837645,-0.00674513079569419,-0.000537677887471417,0.00152451643247695,-0.000269551923068906,0.000243453117449638,0.00182112796348108,-0.00207206383423034,0.000890540077235296,0.00102918959311612,0.00378444619997884,-0.00826720021302399,0.00492655111152715,4.10958904109589e-06
"2010-12-15",-0.00459124842103955,-0.0183677855447927,0.0228599724124533,-0.0162031222087664,0.0474628342567141,-0.00834717295727174,-0.00652475429037027,-0.0217862280890574,-0.00312353723635963,-0.0132176696831518,0.0370916304580121,0.0023554919771923,-0.00443097939058148,-0.0233175111863107,-0.0208227916147045,-0.0147003861358831,-0.0265531517029919,-0.00457271221616675,-0.00393502068397657,3.83561643835616e-06
"2010-12-16",0.00578398075425934,-0.0134627003836348,-0.019620798427698,0.00279606617878991,-0.016776049286833,0.00127418144490454,0.00559491395107458,0.0133855908171775,0.00919458311337695,0.00554062499256413,0.030481735488795,-0.00580885819069411,0.00773702929928587,-0.0037596231743613,-1.78082191780822e-05,0.00572931821760358,-0.00902240787846254,0.0073410423647292,0.0036888300342942,3.56164383561644e-06
"2010-12-17",-0.00418104349715641,0.0044722342985163,-0.0177027904971355,0.00149583150637878,-0.0596686004998482,0.00192041537781707,-0.00280576616756921,0.0219420290510591,0.00307053195793706,-0.00554277631017795,-0.000947228807013247,0.00104399955026991,-0.00111440887060243,-0.000249763339849931,0.00503079540396446,-0.000861650503732649,0.0267531037374934,-0.000804821670258184,0.00143968753354196,3.01369863013699e-06
"2010-12-20",0.002394297322149,0.00213173194677761,-0.0222007803786426,-0.0045451046112467,-0.0491946327319262,0.000624736921027805,0.000913657738703758,0.0264569438293344,0.00395422632591123,0.00223895983686338,-0.0156478454193196,0.00632829596310112,0.000714515975034894,-0.00494988951680088,-0.0100601607736707,-0.002984630379702,-0.000258403142243809,0.0148000273155714,0.0017687759191035,3.83561643835616e-06
"2010-12-21",0.00632111896981944,-0.000349391058912981,-0.0173664154094607,0.00669225310878972,-0.0359566763976216,0.0173553392923257,-0.000951144531399569,0.0163796185160974,0.011087613412592,-0.00105907407803409,0.0032983336875355,0.0062883647905426,0.00602917224683406,0.0209812697469623,-0.0145661419151026,0.0129402440550506,0.008114793404267,0.0139995327040484,0.00210010798318936,3.83561643835616e-06
"2010-12-22",0.00309111781947733,-0.0117450081684978,-0.00545103576823193,0.00342168213286196,-0.00666423448518751,0.011366021158795,0.00371216520139015,0.00257532500178757,-0.00481712018312399,0.00188923624654534,0.0212373169579592,0.00912153727062335,-0.000201324195912808,-0.00279241589129744,0.0101379188927323,-0.0132322863036683,-0.0339536829216437,0.00170885564561028,0.00276354688587253,3.83561643835616e-06
"2010-12-23",-0.00145025616639507,0.000816366703904373,0.0322036518528937,-0.00109073830508079,0.0590442877818905,-0.00752386851371158,-0.000948546111931533,-0.0321233583813318,-0.00128787891954265,-0.00053864128565497,-0.0150515555104989,0.00878001986809794,-0.00257018022229751,-0.0127655042584919,-0.00122572057885586,-0.00150693581838226,-0.0614291525702776,0.000364203186099624,0.000979867361211455,3.83561643835616e-06
"2010-12-27",0.000374833354214907,-0.00586730179452593,0.0174370302509979,-0.00324152403213734,0.0426511827027709,0.00879838844722986,0.00276741000318565,-0.0266754977694216,0.00302546737133886,-0.00210234168926731,0.0126557214858461,-0.00694994236594798,0.000524721077469768,-0.00119697317234485,-0.00619777089270939,-0.00193901776914678,-0.00708950088940135,-0.00557985033757818,0.000752937655890638,4.65753424657534e-06
"2010-12-28",0.00141200276816419,0.0260123538681485,0.0121999671931333,0.000840429258000957,0.0214038009869305,-2.05479452054794e-05,0.00740060233308756,-0.00972011050999735,-0.00280678151645966,0.000847577084937739,-0.0533476996569409,0.00514610163285298,-0.00184640151467788,-0.00848118269163636,0.0010599760812596,0.000832533753516522,0.0537485889490784,0.00421831508990586,-0.00578228755739388,4.10958904109589e-06
"2010-12-29",0.000697410715651316,0.00358345221624511,-0.0136319361410892,0.0122402562969509,-0.030684666428341,-0.0018916370761426,0.00919029491157707,0.0210448602664595,0.00214127235382377,0.00865521836631965,-0.00638560166438485,-0.00233083828856884,0.00217723484630727,0.013966548594862,0.0242670666748502,0.0121279407686762,-0.00702128495754718,0.011302222696402,0.00332551051446794,3.56164383561644e-06
"2010-12-30",-0.00160472459486027,-0.00702997600069976,-0.012516541871784,0.00508237192639361,-0.0171780552568529,-0.00314534949508804,-0.00822811718828131,0.00567120185659376,-0.00191736336435477,-0.0048316230572758,0.0152657398404251,-0.0180484064138666,-0.00238915231176373,-0.00258775678934142,0.0139456932023741,0.00714145638067787,-0.0103438940154226,-0.00172389427928065,0.00109428030551196,3.28767123287671e-06
"2010-12-31",0.00022217920477574,0.00967475727965706,-0.00819146515864477,0.00695878872108724,-0.0173258818434354,0.00123905442475214,0.00366341444972352,0.00901541773371617,-0.00661882518698242,0.006031635016016,-0.0196814298589563,0.0230685832357827,-0.00367543945385906,0.00982658999363773,0.00543951102850893,0.00646353656022358,0.0152545716903868,0.00245412421454183,0.00175881966364899,3.28767123287671e-06
"2011-01-03",0.0103174480786515,-0.0114082328095672,-0.0297998345769714,0.00963518273606509,-0.0652245004233907,0.0219229630265814,0.00914535489622445,0.0356160240960957,0.0173618655870647,0.00822404140133201,0.022763058364443,0.00126147769582005,0.0155872745962527,0.0148320860766092,0.00928179031571594,0.00974055237624402,0.00198501740965948,0.0104059733818088,0.000754731700654736,4.10958904109589e-06
"2011-01-04",-0.000570142256509884,-0.0288162819163205,-0.00440394079061792,0.00455466826183502,-0.00844892973030322,-0.00124604932310414,0.000889087131250447,-0.0198091536897041,-0.0148432990576722,-0.0030856345887257,0.056155178911165,-0.024859050677323,-0.000742392677685963,0.0125579771887892,0.00446108288246792,0.00388871998255312,-0.0495563046887187,-0.00883713321948922,0.00451818353204723,3.83561643835616e-06
"2011-01-05",0.00517845921822633,-0.0135738883498976,-0.0137819078502771,-0.00250260109543678,-0.0228563164633985,0.0116514600215774,-0.00727870621286332,0.0382173107808244,0.0117124978099702,-0.00429122182791976,0.0256570701674071,0.0115353906386818,0.00848456716839606,0.000884186888525743,-0.0117433782641186,-0.00370694690645381,-0.00844255221099534,0.0033879010998231,0.002514731883675,3.83561643835616e-06
"2011-01-06",-0.00197918161771119,-0.0254413479208016,0.00277035337821604,-0.0106015020825301,0.00543833952704528,-0.00669923687530197,-2.05479452054794e-05,-0.00581465858890731,-0.00468395881807729,-0.0115187803117749,0.0513875879510842,-0.0218274015277601,0.00320865897157949,-0.00791763729538589,-0.00994967715491038,-0.00886282619233117,-0.0411673247515117,-0.00492524535719188,0.00118825425259658,4.10958904109589e-06
"2011-01-07",-0.00198165552910658,-1.91780821917808e-05,0.00332062152816169,-0.00924541019010185,0.00490107955674999,-0.00857675702121498,0.00363712904760725,-0.00145615716569815,-0.0057175951304579,-0.00401221641528339,0.000406013244338735,-0.000284623942064429,-0.000913294709306142,-0.00729684450753489,-0.00913609666928385,-0.00935529822044658,0.00164197921739726,0.00358269869505943,-0.00386067732660513,3.83561643835616e-06
"2011-01-10",-0.00127897173990757,0.00262303673425931,-0.00140748279643802,-0.0103909606436182,-0.0047478818269884,-0.00248657769033692,-2.05479452054794e-05,0.0030174356480793,0.00571052715914008,-0.00176360183649096,-0.00660788312184527,0.013252614426611,0.0037382314311821,-0.00780980302931747,-0.0101415255971252,-0.0102823699347342,0.014352061231135,0.00413511892588744,-0.000791812802603682,4.10958904109589e-06
"2011-01-11",0.00352329352091893,0.0201939365022277,-0.0294650201674277,0.0106723524266038,-0.0600714354744224,0.00368773388421348,0.00726542655388371,0.0294709963514444,0.004031623714258,0.00678930014279863,-0.0395927396121103,0.0185805271714346,0.00140594986412043,0.0112931899602727,0.0214905666879406,0.0111940737735681,0.0313145193208689,0.011078022408444,0.00383874185831665,4.10958904109589e-06
"2011-01-12",0.00900403025459048,-0.00243266023996572,-0.0432374638930279,0.0200810398711969,-0.0837599586794011,0.0166050678183414,0.00902104337486684,0.0445752388434045,0.00855556494953377,0.022005119762044,0.0028747303867481,0.00280869580918627,0.00710197698356948,0.0202990872219094,0.0222074385360112,0.0227875704308541,0.00209311134745813,0.00946778693851544,0.00206646872782809,4.10958904109589e-06
