"","SPY","GDX","VXX","EEM","TVIX","XLF","EWJ","XIV","IWM","EFA","DUST","USO","QQQ","FXI","EWZ","VWO","GDXJ","XOP","HYG"
"2000-08-08",0.007879340608312,NA,NA,NA,NA,-0.000171506849315068,0.0044367880815606,NA,-0.00200974214343271,NA,NA,NA,0.0222317518064894,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-09",-0.00857840050211041,NA,NA,NA,NA,-0.00692066320477066,0.00900280507729038,NA,-0.00738459954421985,NA,NA,NA,-0.0267319318161145,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-10",-0.00504676585736926,NA,NA,NA,NA,-0.00583402100560045,-0.00471696139476959,NA,-0.00589101387178966,NA,NA,NA,-0.0199532258124802,NA,-0.0320186406072769,NA,NA,NA,NA
"2000-08-11",0.00451433061555243,NA,NA,NA,NA,0.0152045660436233,0.0135271232876713,NA,0.0172414284740681,NA,NA,NA,0.0137463776322437,NA,0.0228548089401586,NA,NA,NA,NA
"2000-08-14",0.012548446240312,NA,NA,NA,NA,0.012727882408472,-0.00467601135381953,NA,0.0102196911946946,NA,NA,NA,0.0211050888953657,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-15",-0.00100885272173986,NA,NA,NA,NA,-0.0184441447230692,0.00887826690634101,NA,-0.0146905631106581,NA,NA,NA,-0.000171506849315068,NA,0.0287673999030964,NA,NA,NA,NA
"2000-08-16",-0.00373290078234919,NA,NA,NA,NA,-0.0120156244737602,-0.0136244216475214,NA,0.00473948148708762,NA,NA,NA,0.00990913831197523,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-17",0.0103415293155293,NA,NA,NA,NA,0.0129565662100455,-0.000171506849315068,NA,0.00899159638831474,NA,NA,NA,0.019123236996327,NA,0.0154534931506849,NA,NA,NA,NA
"2000-08-18",-0.00350067871781275,NA,NA,NA,NA,-0.007495665264821,0.00437394769613956,NA,-0.00168474655875824,NA,NA,NA,-0.0053934389641976,NA,-0.0278638145416228,NA,NA,NA,NA
"2000-08-21",0.00525646809849282,NA,NA,NA,NA,0.00777400960925471,-0.00469639372714311,NA,0.00346595876717752,NA,NA,NA,0.0024531650666955,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-22",-0.00183263641742134,NA,NA,NA,NA,0.0105269075650993,0.00437394769613956,NA,-0.00168170183976809,NA,NA,NA,-0.000171506849315068,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-23",0.00377993408246539,NA,NA,NA,NA,-0.0129850885092508,0.0179280406619971,NA,-0.00168398597817162,NA,NA,NA,0.0161897496951875,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-24",0.00293631924861741,NA,NA,NA,NA,-0.00186472581094029,-0.0135048401826484,NA,0.0146725585248384,NA,NA,NA,0.0152824532279547,NA,-0.0254879625455177,NA,NA,NA,NA
"2000-08-25",-0.000584559306977169,NA,NA,NA,NA,-0.0137384967926301,0.00883750215969385,NA,0.00400759762829698,NA,NA,NA,-0.00556148782585283,NA,0.0193090126312043,NA,NA,NA,NA
"2000-08-28",0.00323737910109804,NA,NA,NA,NA,0.0187398921546833,0.0132213502935421,NA,0.00161208411382411,NA,NA,NA,0.00461013165881367,NA,0.00301320652648122,NA,NA,NA,NA
"2000-08-29",3.41062885347675e-05,NA,NA,NA,NA,-0.0102952413824985,-0.00457679319292744,NA,0.00932404211210928,NA,NA,NA,0.00490463528266453,NA,-0.0255683322461405,NA,NA,NA,NA
"2000-08-30",-0.00974413953704386,NA,NA,NA,NA,0.00891940224159397,-0.0222954006546249,NA,0.00100427210424162,NA,NA,NA,-0.00143413311194137,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-08-31",0.0131313448617216,NA,NA,NA,NA,0.0257293940515857,0.00887826690634101,NA,0.00981087717887056,NA,NA,NA,0.0276413882202171,NA,0.029144454062737,NA,NA,NA,NA
"2000-09-01",0.000854436434826232,NA,NA,NA,NA,-0.0166369294618288,0.00879710301615581,NA,0.00796802803440592,NA,NA,NA,0.00966859155166903,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-09-05",-0.00816361176734789,NA,NA,NA,NA,0.0121052788649707,-0.0312826179604262,NA,-0.00709192207422856,NA,NA,NA,-0.0306221767640532,NA,-0.00650062077336574,NA,NA,NA,NA
"2000-09-06",-0.0115324952243151,NA,NA,NA,NA,0.00754624397758689,-0.000171506849315068,NA,-0.00452698187835106,NA,NA,NA,-0.0353473862463001,NA,0.0316756269086467,NA,NA,NA,NA
"2000-09-07",0.00839483832410751,NA,NA,NA,NA,-0.00837740619285995,0.00900280507729038,NA,0.0147017097758069,NA,NA,NA,0.0219639098173516,NA,0.00291491290377136,NA,NA,NA,NA
"2000-09-08",-0.00700774842025927,NA,NA,NA,NA,0.0224431609300739,-0.00471696139476959,NA,-0.01741288615966,NA,NA,NA,-0.0307447552569584,NA,-0.0401715068493151,NA,NA,NA,NA
"2000-09-11",-0.0016319724312925,NA,NA,NA,NA,0.0197855503243634,-0.0138701369863015,NA,0.000998083793959861,NA,NA,NA,-0.0244816251147553,NA,0.0254695187917104,NA,NA,NA,NA
"2000-09-12",-0.00748267015870137,NA,NA,NA,NA,-0.00175817178359357,-0.00943076610857437,NA,-0.00338419843810008,NA,NA,NA,-0.0156597223375305,NA,-0.0157965068493151,NA,NA,NA,NA
"2000-09-13",0.00245875577694758,NA,NA,NA,NA,-0.00652743905270488,-0.0048444040455767,NA,0.00480952370302704,NA,NA,NA,0.0230843071041733,NA,-0.0223937290715374,NA,NA,NA,NA
"2000-09-14",0.00486574889566497,NA,NA,NA,NA,-0.00390305482372873,-0.000171506849315068,NA,0.00565939694077237,NA,NA,NA,-0.00551910043220279,NA,-0.0131585198363281,NA,NA,NA,NA
"2000-09-15",-0.0245004265808152,NA,NA,NA,NA,-0.0194331480459284,-0.00956117821081744,NA,-0.0187222314869962,NA,NA,NA,-0.0183166681396377,NA,-0.0199083489545783,NA,NA,NA,NA
"2000-09-18",-0.00937558904109589,NA,NA,NA,NA,-0.0334500822879256,0.00456782964357586,NA,-0.023798205018246,NA,NA,NA,-0.0159141488753247,NA,-0.0236614397352212,NA,NA,NA,NA
"2000-09-19",0.00890172999574971,NA,NA,NA,NA,0.0212731884102786,0.0186964176789868,NA,0.0161624314446958,NA,NA,NA,0.0366852386305181,NA,-0.00704435908299202,NA,NA,NA,NA
"2000-09-20",-0.00755740513063437,NA,NA,NA,NA,-0.014536147733293,0.00445812278031447,NA,-0.0114810306588389,NA,NA,NA,0.0152543818160102,NA,-0.0209327525240556,NA,NA,NA,NA
"2000-09-21",-0.0153767312823103,NA,NA,NA,NA,-0.0113822691811537,-0.00938809671106618,NA,-0.0188349625988635,NA,NA,NA,-0.072826724814969,NA,0.017496337673653,NA,NA,NA,NA
"2000-09-22",0.0180060069483197,NA,NA,NA,NA,0.0191028695679185,-0.00947383243071039,NA,0.0127119287335069,NA,NA,NA,0.058945302267494,NA,0.00330071537290725,NA,NA,NA,NA
"2000-09-25",-0.00726949317932931,NA,NA,NA,NA,0.0159577389793835,-0.00956117821081744,NA,0.00103988018884364,NA,NA,NA,-0.0267350576226843,NA,0.0205897388254255,NA,NA,NA,NA
"2000-09-26",-0.0129534548562475,NA,NA,NA,NA,-0.00673964996799766,0.00456782964357586,NA,-0.0143880053369134,NA,NA,NA,-0.011570470579885,NA,-0.0103409983747388,NA,NA,NA,NA
"2000-09-27",0.00509511763005092,NA,NA,NA,NA,0.00037924565124196,-0.0143224502455416,NA,-0.00477422388573863,NA,NA,NA,0.0012261171898185,NA,-0.0172947945205479,NA,NA,NA,NA
"2000-09-28",0.012708102615602,NA,NA,NA,NA,0.0251588896264559,0.0141825601363308,NA,0.0269554968498218,NA,NA,NA,0.0221592677494289,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-09-29",-0.00965426547000477,NA,NA,NA,NA,-0.00339384841752129,-0.000171506849315068,NA,-0.00497342761762239,NA,NA,NA,-0.0308882303988032,NA,0.0102814548231587,NA,NA,NA,NA
"2000-10-02",0.00135123640568939,NA,NA,NA,NA,0.0138371138403401,-0.000171506849315068,NA,-0.0164561871870714,NA,NA,NA,-0.0227067181169207,NA,-0.01741288615966,NA,NA,NA,NA
"2000-10-03",-0.00951292369714603,NA,NA,NA,NA,-0.00123420610542554,0.0139794365469113,NA,-0.0147332039676473,NA,NA,NA,-0.0318717950337531,NA,-0.0142065945686134,NA,NA,NA,NA
"2000-10-04",0.00816182648401823,NA,NA,NA,NA,-0.0129374642961236,0.0044796559413827,NA,0.00682802707256406,NA,NA,NA,0.019173731245923,NA,0.0247395251791547,NA,NA,NA,NA
"2000-10-05",0.00330826696538703,NA,NA,NA,NA,0.00952676901275388,-0.00480113647894472,NA,-0.0103660532224397,NA,NA,NA,0.0027482011798821,NA,0.0102451598173516,NA,NA,NA,NA
"2000-10-06",-0.021844675466567,NA,NA,NA,NA,-0.0417937053551849,-0.0141249952214081,NA,-0.0245160761377046,NA,NA,NA,-0.0336504005902176,NA,-0.0104807851998305,NA,NA,NA,NA
"2000-10-09",-0.00770362913553576,NA,NA,NA,NA,-0.0157617072947493,-0.000171506849315068,NA,-0.00241070838482379,NA,NA,NA,-0.00468957913847164,NA,-0.0453103957382039,NA,NA,NA,NA
"2000-10-10",-0.0166893639921722,NA,NA,NA,NA,-0.0290178778900391,-0.000171506849315068,NA,-0.024217755597042,NA,NA,NA,-0.0523651528402379,NA,0.018010311332503,NA,NA,NA,NA
"2000-10-11",-0.00856948052158009,NA,NA,NA,NA,0.00157595073427478,-0.0237564125096925,NA,-0.00345665796626645,NA,NA,NA,-0.0161331987886607,NA,0.0105427788649706,NA,NA,NA,NA
"2000-10-12",-0.0251196791367286,NA,NA,NA,NA,-0.058311041733036,-0.0146642604725035,NA,-0.0304945127820771,NA,NA,NA,-0.0253134371007344,NA,-0.0355071958952515,NA,NA,NA,NA
"2000-10-13",0.0331618264840183,NA,NA,NA,NA,0.0516803450025367,0.0243382970722534,NA,0.0385776433886182,NA,NA,NA,0.0813592751806349,NA,0.0108175041396958,NA,NA,NA,NA
"2000-10-16",0.00437188251915392,NA,NA,NA,NA,0.00863153540420595,-0.00974088483974574,NA,0.00768189629204622,NA,NA,NA,0.00905926238145408,NA,0.0106980583680763,NA,NA,NA,NA
"2000-10-17",-0.0250471287398624,NA,NA,NA,NA,-0.0275132017305187,-0.0194951783468996,NA,-0.0253339276285358,NA,NA,NA,-0.0459032141663883,NA,-0.0252611125840821,NA,NA,NA,NA
"2000-10-18",-0.00388208198846159,NA,NA,NA,NA,-0.0115353728780232,-0.0149498319724678,NA,-0.00833128906044064,NA,NA,NA,-0.00336639502822885,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-10-19",0.0375379903573887,NA,NA,NA,NA,0.0470159015717162,0.0248284931506848,NA,0.030721710074795,NA,NA,NA,0.0903733649455567,NA,0.0108579049153907,NA,NA,NA,NA
"2000-10-20",0.00409016385503661,NA,NA,NA,NA,0.00387217567363466,-0.00992760441029069,NA,0.0125319928249521,NA,NA,NA,0.0145235702998399,NA,-0.0147169613947696,NA,NA,NA,NA
"2000-10-23",0.00429577181403865,NA,NA,NA,NA,-0.0168575735926982,0.00475460152506927,NA,0.00979962809845273,NA,NA,NA,-0.00161973277255908,NA,-0.0481419865541122,NA,NA,NA,NA
"2000-10-24",-0.00684262310901781,NA,NA,NA,NA,0.024989636311527,-0.00507346763362878,NA,-0.0148211883779775,NA,NA,NA,-0.0429561333902868,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-10-25",-0.023676893596557,NA,NA,NA,NA,0.00553625570776254,-0.0149498319724678,NA,-0.0224728177736848,NA,NA,NA,-0.0562321129099211,NA,-0.0621870107252841,NA,NA,NA,NA
"2000-10-26",0.00257952478754867,NA,NA,NA,NA,-0.0325213275076579,0.00482849315068482,NA,0.0153657691763187,NA,NA,NA,0.0255106761362387,NA,0.0039607245556437,NA,NA,NA,NA
"2000-10-27",0.0188039225059662,NA,NA,NA,NA,0.0326730753279985,0.0147538662850133,NA,0.000479534817351673,NA,NA,NA,-0.00212768838296137,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-10-30",0.00880314273800468,NA,NA,NA,NA,0.0361714880148019,-0.0246813107708838,NA,0.00438281976096459,NA,NA,NA,-0.0372159035564887,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-10-31",0.017062316892777,NA,NA,NA,NA,0.00804788337328536,0.0199289956632478,NA,0.0257352289019803,NA,NA,NA,0.0641476531204406,NA,0.0615568882124133,NA,NA,NA,NA
"2000-11-01",-0.00355996096699925,NA,NA,NA,NA,-0.00451933293627157,-0.0050976152236993,NA,0.000459806281998081,NA,NA,NA,-0.00877726175582623,NA,0.0230843071041733,NA,NA,NA,NA
"2000-11-02",0.00147369657725641,NA,NA,NA,NA,0.00474094729915668,0.0196304733487047,NA,0.0238032565576249,NA,NA,NA,0.0121741721630306,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-03",0.000375853392222496,NA,NA,NA,NA,-0.00288721409691513,0.0143915999468014,NA,-0.0014037927396416,NA,NA,NA,0.0127858102238556,NA,-0.0304745371523454,NA,NA,NA,NA
"2000-11-06",0.00683221613371846,NA,NA,NA,NA,0.013444841734563,0.00461318214590015,NA,-0.00788287514049331,NA,NA,NA,-0.00769596132636548,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-07",-0.000388531043937951,NA,NA,NA,NA,-0.00339516791212321,-0.00493341161121981,NA,0.00822148604736065,NA,NA,NA,-0.00396225741792763,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-08",-0.0223454198927934,NA,NA,NA,NA,-0.0179614675871346,-0.00974088483974574,NA,-0.0180506683782917,NA,NA,NA,-0.0783679512937595,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-09",-0.00395129164255644,NA,NA,NA,NA,0.00696372037351693,-0.0146642604725035,NA,-0.0108431954871054,NA,NA,NA,-0.000377799543973951,NA,-0.0314215068493151,NA,NA,NA,NA
"2000-11-10",-0.0244961138133458,NA,NA,NA,NA,-0.0110706871298136,-0.01977934998657,NA,-0.0255522175092135,NA,NA,NA,-0.0521946282365984,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-13",-0.00794826805700029,NA,NA,NA,NA,-0.0238631734622077,-0.00517150684931507,NA,-0.0102627360159817,NA,NA,NA,0.00135299489284505,NA,-0.0122682810428635,NA,NA,NA,NA
"2000-11-14",0.0261078845753044,NA,NA,NA,NA,0.00547183400847277,0.0199289956632478,NA,0.0238338407815197,NA,NA,NA,0.0552752119180866,NA,0.0406448196812972,NA,NA,NA,NA
"2000-11-15",0.00297314723873535,NA,NA,NA,NA,-0.00802784803898956,-0.0149498319724678,NA,0.0126737083080388,NA,NA,NA,0.0200180275552997,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-16",-0.0158454880405376,NA,NA,NA,NA,-0.0035651720076861,-0.0301715068493151,NA,-0.0291823679780405,NA,NA,NA,-0.0583298267200744,NA,-0.008014644104217,NA,NA,NA,NA
"2000-11-17",-0.00551750138980652,NA,NA,NA,NA,-0.00811702330788485,0.0101377715012003,NA,0.00619592421356233,NA,NA,NA,-0.000814841326158906,NA,-0.0278394910390384,NA,NA,NA,NA
"2000-11-20",-0.0144651654380651,NA,NA,NA,NA,-0.0299197906021755,-0.0205796701146212,NA,-0.0261286775177122,NA,NA,NA,-0.0409350762273345,NA,-0.000171506849315068,NA,NA,NA,NA
"2000-11-21",0.00493290150335305,NA,NA,NA,NA,0.00218698371672258,-0.0105881735159817,NA,-0.00600103916110713,NA,NA,NA,-0.00173726645529378,NA,-0.000171506849315068,NA,NA,NA,NA
