"","SPY","GDX","VXX","EEM","TVIX","XLF","EWJ","XIV","IWM","EFA","DUST","USO","QQQ","FXI","EWZ","VWO","GDXJ","XOP","HYG","3 Mo"
"2010-12-08",0.00366356435489456,-0.0189163302890243,-0.0273973448881726,-0.00640477214727797,-0.0433023291707997,0.0164690269490206,0.00284089783176089,0.0173446359911539,-0.000652962404278478,0.00297302126970811,0.0286561406345315,0.00423279308563518,0.00371195971872917,-0.0156854617849288,-0.0130039120912963,-0.006096311448343,-0.0205286327662593,-0.0119984376950254,-0.00322834247971271,1.1259148057797e-08
"2010-12-09",0.00389358945815229,0.00375814302482532,-0.0130601388839577,-0.00343791331391189,-0.0483643626645864,0.0123136641512154,0.00188856361799624,0.0225875873472575,0.00339737618161447,0.00261554320080977,-0.0115273640147822,-0.000526880912301944,0.000924527179163878,0.00138571700614361,-0.0123847664404288,-0.002326596852163,-0.00361352549834874,0.00378254971443622,-0.00212200065682959,1.05085381872772e-08
"2010-12-10",0.00581770992827538,0.00374408921651407,-0.010638307354236,0.00452778229623744,-0.0168914003243207,0.00896285835986946,-0.00282753096433726,0.00854770520483409,0.0125016048728618,0.00226087719859339,-0.00607386772503579,-0.00738005739577893,0.00665066442181154,0.00161435828602078,0.00893806400058398,0.00445203622265448,0.00483558006712995,0.00317341361269544,0.000447679116110692,9.75792831675736e-09
"2010-12-13",0.000642622080120115,0.00908206788454335,0.0146865343824322,0.0064391173092142,0.0361718032319531,-0.000634529025645536,0.0132325029185458,-0.0141814078217293,-0.00514473151638284,0.010758256817231,-0.018332936745999,0.00610723781148414,-0.00348694451343568,0.0101312113980014,0.0159989183719082,0.00527647659909402,0.0117901232021096,0.00691968004493693,-0.00503409790233056,1.1259148057797e-08
"2010-12-14",0.000883097297099678,-0.00144649146733711,0.00542782553143972,0.00149284439222441,0.0109090791739097,-0.00888890014803701,0.00373133202443387,-0.00672459410963677,-0.000517141201413995,0.00154505311853437,-0.000249015237011485,0.000263989803507059,0.0018416646495385,-0.00205152714817292,0.000911076763292718,0.00104972627917354,0.00380498288603626,-0.00824666352696657,0.00494708779758457,1.1259148057797e-08
"2010-12-15",-0.00457208084738596,-0.0183486179711391,0.0228791399861069,-0.0161839546351128,0.0474820018303677,-0.00832800538361815,-0.00650558671671668,-0.0217670605154038,-0.00310436966270604,-0.0131985021094982,0.0371107980316657,0.00237465955084589,-0.00441181181692789,-0.0232983436126571,-0.0208036240410509,-0.0146812185622295,-0.0265339841293383,-0.00455354464251316,-0.00391585311032298,1.05085381872772e-08
"2010-12-16",0.0058017792155091,-0.013444901922385,-0.0196029999664482,0.00281386464003967,-0.0167582508255832,0.0012919799061543,0.00561271241232434,0.0134033892784273,0.00921238157462671,0.00555842345381389,0.0304995339500448,-0.00579105972944435,0.00775482776053563,-0.00374182471311154,-9.75792831675736e-09,0.00574711667885334,-0.00900460941721278,0.00735884082597896,0.00370662849554396,9.75792831675736e-09
"2010-12-17",-0.00416598326071431,0.0044872945349584,-0.0176877302606934,0.00151089174282089,-0.0596535402634061,0.00193547561425918,-0.00279070593112711,0.0219570892875012,0.00308559219437916,-0.00552771607373585,-0.000932168570571138,0.00105905978671202,-0.00109934863416032,-0.000234703103407822,0.00504585564040656,-0.00084659026729054,0.0267681639739355,-0.000789761433816075,0.00145474776998407,8.25670857571777e-09
"2010-12-20",0.00241346489580259,0.0021508995204312,-0.022181612804989,-0.00452593703759311,-0.0491754651582726,0.000643904494681399,0.000932825312357352,0.026476111402988,0.00397339389956482,0.00225812741051697,-0.015628677845666,0.00634746353675471,0.000733683548688488,-0.00493072194314729,-0.0100409932000171,-0.00296546280604841,-0.000239235568590215,0.014819194889225,0.00178794349275709,1.05085381872772e-08
"2010-12-21",0.00634028654347303,-0.000330223485259387,-0.0173472478358071,0.00671142068244331,-0.035937508823968,0.0173745068659793,-0.000931976957745975,0.016398786089751,0.0111067809862456,-0.0010399065043805,0.00331750126118909,0.00630753236419619,0.00604833982048765,0.0210004373206159,-0.014546974341449,0.0129594116287042,0.00813396097792059,0.014018700277702,0.00211927555684295,1.05085381872772e-08
"2010-12-22",0.00311028539313092,-0.0117258405948442,-0.00543186819457834,0.00344084970651555,-0.00664506691153392,0.0113851887324486,0.00373133277504374,0.00259449257544116,-0.0047979526094704,0.00190840382019893,0.0212564845316128,0.00914070484427694,-0.000182156622259214,-0.00277324831764385,0.0101570864663859,-0.0132131187300147,-0.0339345153479901,0.00172802321926387,0.00278271445952612,1.05085381872772e-08
"2010-12-23",-0.00143108859274148,0.000835534277557967,0.0322228194265473,-0.0010715707314272,0.0590634553555441,-0.00750470094005799,-0.000929378538277939,-0.0321041908076782,-0.00126871134588906,-0.000519473712001376,-0.0150323879368453,0.00879918744175153,-0.00255101264864392,-0.0127463366848383,-0.00120655300520227,-0.00148776824472867,-0.061409984996624,0.000383370759753218,0.000999034934865048,1.05085381872772e-08
"2010-12-27",0.000398108265079985,-0.00584402688366085,0.017460305161863,-0.00321824912127226,0.042674457613636,0.00882166335809494,0.00279068491405073,-0.0266522228585565,0.00304874228220394,-0.00207906677840223,0.0126789963967112,-0.0069266674550829,0.000547995988334845,-0.00117369826147977,-0.00617449598184431,-0.0019157428582817,-0.00706622597853627,-0.0055565754267131,0.000776212566755715,1.27603677988366e-08
"2010-12-28",0.00143253945422161,0.0260328905542059,0.0122205038791907,0.000860965944058379,0.0214243376729879,-1.1259148057797e-08,0.00742113901914498,-0.00969957382393993,-0.00278624483040224,0.000868113770995161,-0.0533271629708835,0.0051666383189104,-0.00182586482862046,-0.00846064600557894,0.00108051276731702,0.000853070439573944,0.0537691256351358,0.00423885177596328,-0.00576175087133646,1.1259148057797e-08
"2010-12-29",0.000715209176901081,0.00360125067749487,-0.0136141376798394,0.0122580547582007,-0.0306668679670912,-0.00187383861489284,0.00920809337282683,0.0210626587277093,0.00215907081507353,0.00867301682756941,-0.00636780320313509,-0.00231303982731908,0.00219503330755703,0.0139843470561118,0.0242848651361,0.012145739229926,-0.00700348649629742,0.0113200211576518,0.0033433089757177,9.75792831675736e-09
"2010-12-30",-0.00158829524601434,-0.00701354665185383,-0.012500112522938,0.00509880127523954,-0.0171616259080069,-0.00312892014624211,-0.00821168783943538,0.00568763120543969,-0.00190093401550884,-0.00481519370842987,0.0152821691892711,-0.0180319770650206,-0.0023727229629178,-0.00257132744049549,0.0139621225512201,0.0071578857295238,-0.0103274646665766,-0.00170746493043472,0.00111070965435789,9.00731844623757e-09
"2010-12-31",0.000238608553621678,0.00969118662850299,-0.00817503580979884,0.00697521806993317,-0.0173094524945894,0.00125548377359807,0.00367984379856945,0.0090318470825621,-0.00660239583813649,0.00604806436486193,-0.0196650005101103,0.0230850125846287,-0.00365901010501313,0.00984301934248366,0.00545594037735486,0.00647996590906951,0.0152710010392328,0.00247055356338776,0.00177524901249492,9.00731844623757e-09
"2011-01-03",0.0103379847647089,-0.0113876961235098,-0.029779297890914,0.00965571942212251,-0.0652039637373333,0.0219434997126388,0.00916589158228187,0.0356365607821531,0.0173824022731221,0.00824457808738943,0.0227835950505004,0.00128201438187747,0.0156078112823101,0.0148526227626666,0.00930232700177336,0.00976108906230144,0.0020055540957169,0.0104265100678662,0.000775268386712158,1.1259148057797e-08
